N_EXPEDIEN;F_EXPEDIEN;CALLE;ALTURA;DIRECCION;SMP;M2;FECHA_ESTA;DESTINO;ZONIFICACI;TIPO_OBRA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
416.886/2011;29/3/2011 00:00;RAMALLO;4662;RAMALLO 4662;055-157-005;736.75;23/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;SAAVEDRA;COMUNA 12;1430;C1430CQJ;-34.55256318035591;-58.49371348335547
417.321/2011;29/3/2011 00:00;CUNEO, FRANCISCO;2550;CUNEO, FRANCISCO 2550;093-193B-005;69.44;14/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA REAL;COMUNA 10;1408;C1408DLD;-34.61711129416876;-58.52189991620847
417.157/2011;29/3/2011 00:00;ORTIZ, FRANCISCO J.;6931;ORTIZ, FRANCISCO J. 6931;072-075B-018;201.38;11/10/2011 00:00;;;DEMOLICION TOTAL Y OBRA;LINIERS;COMUNA 9;1408;C1408ESA;-34.64871260927943;-58.52147918141144
417.682/2011;29/3/2011 00:00;TINOGASTA;3401;TINOGASTA 3401;081-141-001B;658.77;17/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417EIC;-34.6025370737585;-58.49912618120669
417.804/2011;29/3/2011 00:00;MITRE, EMILIO;641;MITRE, EMILIO 641;042-081-036;1894.30;26/12/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424AYM;-34.629774365093795;-58.44289809150195
417.804/2011;29/3/2011 00:00;MITRE, EMILIO;641;MITRE, EMILIO 641;042-081-036;1894.30;12/1/2015 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424AYM;-34.629774365093795;-58.44289809150195
427.632/2011;30/3/2011 00:00;ALCARAZ;6080;ALCARAZ 6080;091-017-006;119.2;2/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VERSALLES;COMUNA 10;1408;C1408CFF;-34.63116844770922;-58.51690372207137
429.416/2011;30/3/2011 00:00;CABILDO AV.;638;CABILDO AV. 638;035-110B-008;7635.22;23/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426AAT;-34.57081137026099;-58.443405491966246
429.416/2011;30/3/2011 00:00;CABILDO AV.;638;CABILDO AV. 638;035-110B-008;7635.22;22/12/2014 00:00;;;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426AAT;-34.57081137026099;-58.443405491966246
435.145/2011;31/3/2011 00:00;SANABRIA;4138;SANABRIA 4138;083-010-013N;15.63;27/12/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419BNH;-34.60125267952842;-58.515906899804804
435.145/2011;31/3/2011 00:00;SANABRIA;4138;SANABRIA 4138;083-010-013N;15.63;17/7/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419BNH;-34.60125267952842;-58.515906899804804
435.030/2011;31/3/2011 00:00;NUÑEZ;5139;NUÑEZ 5139;053-012-049A;-;11/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431ANI;-34.56325973797797;-58.49236011182266
435.030/2011;31/3/2011 00:00;NUÑEZ;5139;NUÑEZ 5139;053-012-049A;-;30/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431ANI;-34.56325973797797;-58.49236011182266
435.080/2011;31/3/2011 00:00;HUALFIN;1165;HUALFIN 1165;042-091-016;1525.29;13/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1406;C1406GVA;-34.62404002017412;-58.4443596025435
435.080/2011;31/3/2011 00:00;HUALFIN;1165;HUALFIN 1165;042-091-016;1525.29;11/6/2012 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1406;C1406GVA;-34.62404002017412;-58.4443596025435
3.097.819/2016;31/3/2011 00:00;NEUQUEN;2655;NEUQUEN 2655;065-060-027;2530.19;31/3/2011 14:54;MULTIVIVIENDA;E3;OBRA NUEVA;;;;;;
3.097.819/2016;31/3/2011 00:00;NEUQUEN;2655;NEUQUEN 2655;065-060-027;2530.19;7/9/2011 00:00;MULTIVIVIENDA;E3;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406FOW;-34.62009700503492;-58.470526255265106
3.097.819/2016;31/3/2011 00:00;NEUQUEN;2655;NEUQUEN 2655;065-060-027;2530.19;1/10/2013 00:00;MULTIVIVIENDA;E3;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406FOW;-34.62009700503492;-58.470526255265106
3.097.819/2016;31/3/2011 00:00;NEUQUEN;2655;NEUQUEN 2655;065-060-027;2530.19;8/6/2017 00:00;MULTIVIVIENDA;E3;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406FOW;-34.62009700503492;-58.470526255265106
437.354/2011;31/3/2011 00:00;QUILMES;687;QUILMES 687;038-172-023B;165.87;20/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;NUEVA POMPEYA;COMUNA 4;1437;C1437DLM;-34.64710976064295;-58.41747470066204
438.979/2011;31/3/2011 00:00;VARELA, JOSE PEDRO;3226;VARELA, JOSE PEDRO 3226;081-170-030;5608.42;14/9/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417EXF;-34.598797148917285;-58.49774276948387
438.979/2011;31/3/2011 00:00;VARELA, JOSE PEDRO;3226;VARELA, JOSE PEDRO 3226;081-170-030;5608.42;11/5/2015 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417EXF;-34.598797148917285;-58.49774276948387
439.295/2011;31/3/2011 00:00;DIRECTORIO AV.;3239;DIRECTORIO AV. 3239;054-203-021;2321.76;26/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1406;C1406HAI;-34.63672441701438;-58.47186308676925
439.240/2011;31/3/2011 00:00;MENDOZA;5575;MENDOZA 5575;051-025-022;1765.52;16/5/2011 00:00;;;;VILLA URQUIZA;COMUNA 12;1431;C1431CIU;-34.57971563107682;-58.4882943285133
439.345/2011;31/3/2011 00:00;MALABIA;1437;MALABIA 1437;019-014-014A;95.82;17/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;PALERMO;COMUNA 14;1414;C1414DMC;-34.59193311513826;-58.4286975867969
439.345/2011;31/3/2011 00:00;MALABIA;1437;MALABIA 1437;019-014-014A;95.82;18/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;PALERMO;COMUNA 14;1414;C1414DMC;-34.59193311513826;-58.4286975867969
437.314/2011;31/3/2011 00:00;VERNET AV.;255;VERNET AV. 255;040-105-023;91.79;29/11/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424CQC;-34.63284113781022;-58.428815860181665
437.314/2011;31/3/2011 00:00;VERNET AV.;255;VERNET AV. 255;040-105-023;91.79;31/8/2012 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424CQC;-34.63284113781022;-58.428815860181665
436.492/2011;31/3/2011 00:00;MITRE, BARTOLOME;4171;MITRE, BARTOLOME 4171;017-055-031;1749.47;23/5/2011 00:00;MULTIVIVIENDA;R2A II;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1201;C1201ABA;-34.61020304764896;-58.4256095583904
436.492/2011;31/3/2011 00:00;MITRE, BARTOLOME;4171;MITRE, BARTOLOME 4171;017-055-031;1749.47;15/3/2012 00:00;MULTIVIVIENDA;R2A II;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1201;C1201ABA;-34.61020304764896;-58.4256095583904
436.249/2011;31/3/2011 00:00;CIUDAD DE LA PAZ;180;CIUDAD DE LA PAZ 180;035-079B-007;730.18;3/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1426;C1426AGB;-34.575406575903806;-58.4400303858397
439.434/2011;31/3/2011 00:00;AMENABAR;3229;AMENABAR 3229;041-148-014;1827.03;3/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429AEG;-34.55342179600766;-58.467532193663835
443.065/2011;1/4/2011 00:00;BILBAO, FRANCISCO;6009;BILBAO, FRANCISCO 6009;076-152-001;164.00;11/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440BFW;-34.66180142495098;-58.49361466149861
447.364/2011;1/4/2011 00:00;DEHEZA;2032;DEHEZA 2032;029-049-012;42.87;1/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;NUÑEZ;COMUNA 13;1429;C1429EAH;-34.53972372417083;-58.47013941761256
446.850/2011;1/4/2011 00:00;CERETTI;1850;CERETTI 1850;051-001-029;679.89;9/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431EKH;-34.58398010664265;-58.488493729947876
446.850/2011;1/4/2011 00:00;CERETTI;1850;CERETTI 1850;051-001-029;679.89;8/8/2012 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431EKH;-34.58398010664265;-58.488493729947876
447.460/2011;1/4/2011 00:00;BRAGADO;5872;BRAGADO 5872;076-182-023;23.24;14/11/2011 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440ACT;-34.65276073188998;-58.50191572427761
447.783/2011;1/4/2011 00:00;BURELA;3169;BURELA 3169;063-069-012;532.29;8/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431EHO;-34.57102903884847;-58.49720459437946
453.754/2011;4/4/2011 00:00;BACACAY;3496;BACACAY 3496;077-131-009B;436.39;2/5/2011 00:00;;;OBRA NUEVA;FLORESTA;COMUNA 10;1407;C1407EDD;-34.63029532115153;-58.477665107360686
453.533/2011;4/4/2011 00:00;ALVAREZ THOMAS AV.;1102;ALVAREZ THOMAS AV. 1102;037-020-001C;4618.37;9/5/2011 00:00;MULTIVIVIENDA;C3 II;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427CCY;-34.57864744046322;-58.45735984797494
453.533/2011;4/4/2011 00:00;ALVAREZ THOMAS AV.;1102;ALVAREZ THOMAS AV. 1102;037-020-001C;4618.37;16/9/2013 00:00;MULTIVIVIENDA;C3 II;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427CCY;-34.57864744046322;-58.45735984797494
451.941/2011;4/4/2011 00:00;COSTA RICA;5153;COSTA RICA 5153;019-088-022;965.80;9/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1414;C1414BSS;-34.585651848488226;-58.430683164077024
453.834/2011;4/4/2011 00:00;HONDURAS AV.;4153;HONDURAS AV. 4153;019-043-034;569.12;30/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1180;C1180ACI;-34.594107614156364;-58.42196624015996
455.879/2011;4/4/2011 00:00;INDEPENDENCIA AV.;3661;INDEPENDENCIA AV. 3661;036-130-024;5911.62;30/8/2011 00:00;;;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1226;C1226AAB;-34.62095082443378;-58.41738894558801
456.196/2011;4/4/2011 00:00;MEXICO;1850;MEXICO 1850;020-068-007;1218.51;16/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;BALVANERA;COMUNA 3;1222;C1222ABB;-34.615785637297726;-58.392511079070715
456.546/2011;4/4/2011 00:00;LOPEZ, CARLOS ANTONIO;3055;LOPEZ, CARLOS ANTONIO 3055;073-016-022;798.58;11/8/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419ETS;-34.58665439236657;-58.505052746567216
455.800/2011;4/4/2011 00:00;VERA;1136;VERA 1136;031-011-025;1677.48;15/7/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;VILLA CRESPO;COMUNA 15;1414;C1414AOX;-34.59337090842581;-58.443078513927496
455.849/2011;4/4/2011 00:00;HUMAHUACA;4587;HUMAHUACA 4587;017-018-020;150.79;19/3/2012 00:00;;;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1192;C1192ACM;-34.601018799688944;-58.42974702552167
464.806/2011;5/4/2011 00:00;ESCALADA AV.;505;ESCALADA AV. 505;060-100-001;104.63;1/9/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA LURO;COMUNA 10;0;0;-34.64245092570683;-58.49841727682189
464.997/2011;5/4/2011 00:00;NAZCA AV.;1978;NAZCA AV. 1978;067-034-045;35.01;21/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA SANTA RITA;COMUNA 11;1416;C1416ASV;-34.6116834218438;-58.481326437836955
462.890/2011;5/4/2011 00:00;LOPEZ, CARLOS ANTONIO;3123;LOPEZ, CARLOS ANTONIO 3123;073-008A-019;1652.90;12/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419ETU;-34.587231330803306;-58.50598028663152
464.132/2011;5/4/2011 00:00;TRES ARROYOS;2771;TRES ARROYOS 2771;067-053-025;1241.36;3/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA SANTA RITA;COMUNA 11;0;0;-34.61658545805604;-58.47510654746411
463.312/2011;5/4/2011 00:00;TONELERO;6298;TONELERO 6298;072-128-020D;75.22;25/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;LINIERS;COMUNA 9;1408;C1408EOJ;-34.64421007977981;-58.51771011795875
465.261/2011;5/4/2011 00:00;TOBAS;3535;TOBAS 3535;081-124B-023A;812.05;20/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417GEC;-34.6087307397142;-58.49449498781283
465.349/2011;5/4/2011 00:00;BLANCO ENCALADA;2571;BLANCO ENCALADA 2571;039-094-014C;1277.37;5/5/2014 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428DDO;-34.56017699499481;-58.460785766797464
465.524/2011;5/4/2011 00:00;TOBAS;3533;TOBAS 3533;081-124B-023B;331.67;28/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417GEC;-34.60860429899615;-58.494330826705315
466.931/2011;5/4/2011 00:00;GARCIA, JUAN AGUSTIN;5640;GARCIA, JUAN AGUSTIN 5640;091-060-006A;646.81;2/5/2011 00:00;;;OBRA NUEVA;VILLA LURO;COMUNA 10;1407;C1407FXV;-34.63044022114944;-58.510459723838096
467.029/2011;5/4/2011 00:00;LEGUIZAMON, MARTINIANO;1477;LEGUIZAMON, MARTINIANO 1477;074-103-003;138.73;17/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440DYE;-34.65267764198323;-58.5082551532901
467.136/2011;5/4/2011 00:00;MARTIN PESCADOR;2182;MARTIN PESCADOR 2182;081-121A-019;405.49;27/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417AKD;-34.611297738417775;-58.492585226146694
467.629/2011;5/4/2011 00:00;CERVANTES;3650;CERVANTES 3650;089-019A-029;422.74;9/6/2011 00:00;;;OBRA NUEVA;VILLA DEVOTO;COMUNA 11;1419;C1419CBJ;-34.60936280884906;-58.525423644976186
466.645/2011;5/4/2011 00:00;DEHEZA;2379;DEHEZA 2379;029-010-005;733.89;17/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429EAM;-34.54129106523074;-58.47340224915331
474.320/2011;6/4/2011 00:00;GONZALEZ, JOAQUIN V.;441;GONZALEZ, JOAQUIN V. 441;077-118-012;326.31;17/8/2011 00:00;;;OBRA NUEVA;FLORESTA;COMUNA 10;1407;C1407CZG;-34.62828943025469;-58.48107668594235
476.363/2011;6/4/2011 00:00;DEMARIA;4683;DEMARIA 4683;021-090-010;1480.18;19/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425AEE;-34.574045678437535;-58.422598874171534
476.363/2011;6/4/2011 00:00;DEMARIA;4683;DEMARIA 4683;021-090-010;1480.18;9/11/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425AEE;-34.574045678437535;-58.422598874171534
476.317/2011;6/4/2011 00:00;CAMPANA;4458;CAMPANA 4458;083-221-041;1968.11;19/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419AHJ;-34.591458968033066;-58.50578018825822
464.548/2011;5/4/2011 00:00;PRINGLES;351;PRINGLES 351;017-042-011;403,76;30/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1183;C1183AEE;-34.607918577703394;-58.427642639851925
476.541/2011;6/4/2011 00:00;BONIFACIO, JOSE;645;BONIFACIO, JOSE 645;040-049A-028;1792.89;23/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1424;C1424CHM;-34.62710070026682;-58.43671525543609
477.514/2011;6/4/2011 00:00;ZUVIRIA;717;ZUVIRIA 717;040-047-034;1153.93;22/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424CKO;-34.62961407565889;-58.43573687528702
477.514/2011;6/4/2011 00:00;ZUVIRIA;717;ZUVIRIA 717;040-047-034;1153.93;24/8/2012 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1424;C1424CKO;-34.62961407565889;-58.43573687528702
476.418/2011;6/4/2011 00:00;BONPLAND;1965;BONPLAND 1965;035-059-010A;86.77;23/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;PALERMO;COMUNA 14;1414;C1414CMY;-34.58135417285257;-58.43498280181648
477.182/2011;6/4/2011 00:00;MACHADO, ANTONIO;615;MACHADO, ANTONIO 615;045-078-016;129.86;16/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;CABALLITO;COMUNA 6;1405;C1405DIC;-34.60644378745888;-58.440504344695974
485.866/2011;7/4/2011 00:00;CAÑADA DE GOMEZ;1224;CAÑADA DE GOMEZ 1224;074-072-017;120.30;15/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;LINIERS;COMUNA 9;1408;C1408GNL;-34.65164266426963;-58.516796570301864
485.218/2011;7/4/2011 00:00;TAPALQUE;7293;TAPALQUE 7293;076-041-031;592.51;10/7/2012 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440AFU;-34.66321079588088;-58.512168813753334
497.415/2011;7/4/2011 00:00;NUEVA YORK;2141;NUEVA YORK 2141;061-149A-010;210.99;25/4/2011 00:00;;;OBRA NUEVA;AGRONOMIA;COMUNA 15;1419;C1419HCA;-34.585918963595674;-58.48875674853961
485.910/2011;7/4/2011 00:00;FRAY CAYETANO RODRIGUEZ;1029;FRAY CAYETANO RODRIGUEZ 1029;065-095-012;1457.12;30/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406AWQ;-34.61891648039967;-58.46795841690295
486.440/2011;7/4/2011 00:00;ALVAREZ, CRISOSTOMO;2825;ALVAREZ, CRISOSTOMO 2825;050-092-026;258.65;11/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;FLORES;COMUNA 7;1406;C1406HUE;-34.64514177354689;-58.4569241344707
488.203/2011;7/4/2011 00:00;NOGOYA;3543;NOGOYA 3543;081-127-020;42.34;15/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417FNO;-34.60585242961522;-58.49700905384533
488.503/2011;7/4/2011 00:00;ALVAREZ, JULIAN;444;ALVAREZ, JULIAN 444;031-014-023A;108.14;26/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DRJ;-34.60033073288487;-58.43571928886722
488.503/2011;7/4/2011 00:00;ALVAREZ, JULIAN;444;ALVAREZ, JULIAN 444;031-014-023A;108.14;12/1/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DRJ;-34.60033073288487;-58.43571928886722
488.317/2011;7/4/2011 00:00;LE BRETON, TOMAS A.;5411;LE BRETON, TOMAS A. 5411;063-080-023;98.39;6/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BQJ;-34.57251697010263;-58.49321030485105
489.480/2011;7/4/2011 00:00;ZAPIOLA;951;ZAPIOLA 951;037-097-013E;1518.18;6/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426ATS;-34.57463390504708;-58.451067229029285
489.480/2011;7/4/2011 00:00;ZAPIOLA;951;ZAPIOLA 951;037-097-013E;1518.18;5/6/2012 00:00;;;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426ATS;-34.57463390504708;-58.451067229029285
489.446/2011;7/4/2011 00:00;MADERA, JUAN, DR.;1582;MADERA, JUAN, DR. 1582;026-022A-029;93.83;19/5/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;BARRACAS;COMUNA 4;1290;C1290AGB;-34.652424322858884;-58.39418795275807
489.374/2011;7/4/2011 00:00;DIAZ VELEZ AV.;5301;DIAZ VELEZ AV. 5301;045-066-013;2352.32;23/5/2014 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405DCI;-34.608266911849704;-58.44178759899266
490.332/2011;7/4/2011 00:00;RAMSAY;1831;RAMSAY 1831;025-113-017;1658.06;2/12/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428BAA;-34.55456864138271;-58.437706372895285
490.488/2011;7/4/2011 00:00;COSQUIN;5130;COSQUIN 5130;082-052-005;376.10;9/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA RIACHUELO;COMUNA 8;1439;C1439GRR;-34.68895974896761;-58.471758317738946
491.151/2011;7/4/2011 00:00;SAN MARTIN AV.;3280;SAN MARTIN AV. 3280;059-046-007;1367.43;28/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PATERNAL;COMUNA 15;1416;C1416CSU;-34.601711501989335;-58.47000309468324
491.348/2011;7/4/2011 00:00;HERNANDEZ, JOSE;1380;HERNANDEZ, JOSE 1380;023-130A-001;1267.32;31/8/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1426;C1426ENB;-34.55976550716267;-58.443093426716814
495.788/2011;8/4/2011 00:00;POTOSI;3867;POTOSI 3867;017-089-017;1128.32;26/9/2011 00:00;;;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1199;C1199ACC;-34.60721812221642;-58.420910970896394
498.154/2011;8/4/2011 00:00;GALICIA;1940;GALICIA 1940;059-018-004;473.60;15/6/2011 00:00;MULTIVIVIENDA;R2B III;DEMOLICION TOTAL Y OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416DHD;-34.61229976785132;-58.464121594542355
498.154/2011;8/4/2011 00:00;GALICIA;1940;GALICIA 1940;059-018-004;473.60;27/8/2013 00:00;MULTIVIVIENDA;R2B III;DEMOLICION TOTAL Y OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416DHD;-34.61229976785132;-58.464121594542355
499.870/2011;8/4/2011 00:00;ACEVEDO;795;ACEVEDO 795;031-041-002;192.37;25/7/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DJO;-34.595387674272565;-58.436342857210214
499.760/2011;8/4/2011 00:00;HUMBOLDT;1865;HUMBOLDT 1865;035-043-012;49.05;23/4/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;PALERMO;COMUNA 14;1414;C1414CTS;-34.58375634201344;-58.43403139937794
499.834/2011;8/4/2011 00:00;ARRIBEÑOS;2617;ARRIBEÑOS 2617;027-080-019;952.42;7/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428APK;-34.55328972738177;-58.45412043739261
499.896/2011;8/4/2011 00:00;LA PLATA AV.;1557;LA PLATA AV. 1557;038-130-039;2899.43;29/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE CHACABUCO;COMUNA 7;1250;C1250AAF;-34.63306934802386;-58.42545516219718
500.117/2011;8/4/2011 00:00;CARRANZA, ADOLFO P.;3054;CARRANZA, ADOLFO P. 3054;069-008-006;1577.63;17/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417HFP;-34.60879263089837;-58.4861914439198
506.293/2011;11/4/2011 00:00;HORNOS, GRAL.;1320;HORNOS, GRAL. 1320;018-142A-027;563.56;4/8/2011 00:00;;;OBRA NUEVA;BARRACAS;COMUNA 4;1272;C1272ADB;-34.64228298668822;-58.37545787227531
506.819/2011;11/4/2011 00:00;TINOGASTA;5950;TINOGASTA 5950;093-082-018;576.6;16/5/2011 00:00;;;OBRA NUEVA;VILLA REAL;COMUNA 10;1408;C1408BGN;-34.6225527881677;-58.527091546932034
507.403/2011;11/4/2011 00:00;SARMIENTO;2453;SARMIENTO 2453;009-028-030;666.00;30/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BALVANERA;COMUNA 3;1044;C1044AAM;-34.60617559435282;-58.40150240835874
508.813/2011;11/4/2011 00:00;MONROE;2772;MONROE 2772;039-080-006;3796.96;1/6/2011 00:00;;;OBRA NUEVA;BELGRANO;COMUNA 13;1428;C1428BLT;-34.560305638601534;-58.46331854441755
509.262/2011;11/4/2011 00:00;BACACAY;2991;BACACAY 2991;065-023-023;539.25;12/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406GEA;-34.628770026058355;-58.4720497313193
517.082/2011;12/4/2011 00:00;RIVADAVIA AV.;9201;RIVADAVIA AV. 9201;077-021-014;337.60;14/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA LURO;COMUNA 10;1407;C1407DZB;-34.63656816519114;-58.49393212724504
515.811/2011;12/4/2011 00:00;ARANGUREN, JUAN F., DR.;4451;ARANGUREN, JUAN F., DR. 4451;077-055-020E;2276.50;7/6/2011 00:00;;;OBRA NUEVA;VELEZ SARSFIELD;COMUNA 10;1407;C1407ELW;-34.630695192691704;-58.49086483425245
